GAME_ID,EVENT_ID,INN_CT,TOTAL_INN,HOME_TEAM,OUTS_CT,HOME_SCORE_CT,AWAY_SCORE_CT,RUNNER_FIRST,RUNNER_SECOND,RUNNER_THIRD,PIT_ID,FULL_NAME,made_save,IP,sit_id,succ_rate,save_dif,year
ANA201004050,74,9,9,1,0,6,3,0,0,0,fuenb001,Brian Fuentes,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201004060,74,9,9,0,0,3,5,0,0,0,raucj001,Jon Rauch,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201004070,70,9,9,0,0,1,4,0,0,0,raucj001,Jon Rauch,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201004100,62,8,9,1,0,3,2,0,0,0,shies002,Scot Shields,False,1.0,080101.0,29.4,-1.41643059490085,2010
ANA201004110,49,7,9,1,0,3,2,0,1,1,jepsk001,Kevin Jepsen,False,1.0,070121.0,50.0,-2.0,2010
ANA201004110,53,7,9,0,0,3,4,0,0,0,rosst001,Tyson Ross,True,3.0,070103.0,50.0,2.0,2010
ANA201004190,63,9,9,1,0,2,0,0,0,0,rodnf001,Fernando Rodney,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201004200,79,9,9,1,0,6,5,0,0,0,rodnf001,Fernando Rodney,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201004210,73,9,9,0,0,3,4,0,0,0,valvj001,Jose Valverde,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201004220,84,9,9,0,0,4,5,0,0,0,valvj001,Jose Valverde,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201004230,78,9,9,1,0,6,4,0,0,0,fuenb001,Brian Fuentes,True,1.0,090201.0,97.3,1.027749229188078,2010
ANA201004260,81,9,9,1,0,5,2,0,0,0,fuenb001,Brian Fuentes,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201005120,79,9,9,0,0,3,4,0,0,0,sorir001,Rafael Soriano,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201006220,72,9,9,1,0,6,3,0,0,0,fuenb001,Brian Fuentes,True,1.0,090301.0,99.2,1.0080645161290323,2010
ANA201006230,63,9,9,1,0,2,1,0,0,0,fuenb001,Brian Fuentes,True,1.0,090101.0,95.2,1.050420168067227,2010
ANA201006250,57,8,11,1,0,3,2,0,0,0,rodnf001,Fernando Rodney,False,1.0,080101.0,29.4,-1.41643059490085,2010
ANA201006250,90,11,11,0,0,3,4,1,0,0,corpm001,Manuel Corpas,True,1.0,110111.0,86.2,1.160092807424594,2010
