ScoreDiff,Inning,BASE1_RUN_ID,BASE2_RUN_ID,BASE3_RUN_ID,Pitcher,OUTS_CT,"Save Pitcher"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,,,,fuenb001,2,"Brian Fuentes"
3,9,,,,fuenb001,2,"Brian Fuentes"
3,9,,,,fuenb001,2,"Brian Fuentes"
3,9,,,,fuenb001,2,"Brian Fuentes"
3,9,,,,fuenb001,2,"Brian Fuentes"
2,9,,,,raucj001,0,"Jon Rauch"
2,9,,,,raucj001,0,"Jon Rauch"
2,9,,,,raucj001,0,"Jon Rauch"
2,9,,,,raucj001,0,"Jon Rauch"
2,9,,,,raucj001,1,"Jon Rauch"
2,9,,,,raucj001,1,"Jon Rauch"
2,9,,,,raucj001,1,"Jon Rauch"
2,9,,,,raucj001,1,"Jon Rauch"
2,9,,,,raucj001,2,"Jon Rauch"
2,9,,,,raucj001,2,"Jon Rauch"
2,9,,,,raucj001,2,"Jon Rauch"
2,9,,,,raucj001,2,"Jon Rauch"
2,9,,,,raucj001,0,"Jon Rauch"
2,9,,,,raucj001,0,"Jon Rauch"
2,9,,,,raucj001,0,"Jon Rauch"
2,9,,,,raucj001,0,"Jon Rauch"
2,9,,,,raucj001,1,"Jon Rauch"
2,9,,,,raucj001,1,"Jon Rauch"
2,9,,,,raucj001,1,"Jon Rauch"
2,9,,,,raucj001,1,"Jon Rauch"
2,9,,,,raucj001,2,"Jon Rauch"
2,9,,,,raucj001,2,"Jon Rauch"
2,9,,,,raucj001,2,"Jon Rauch"
2,9,,,,raucj001,2,"Jon Rauch"
2,9,,kendh001,,raucj001,2,"Jon Rauch"
2,9,,kendh001,,raucj001,2,"Jon Rauch"
2,9,,kendh001,,raucj001,2,"Jon Rauch"
2,9,,kendh001,,raucj001,2,"Jon Rauch"
2,9,napom001,,,raucj001,2,"Jon Rauch"
2,9,napom001,,,raucj001,2,"Jon Rauch"
2,9,napom001,,,raucj001,2,"Jon Rauch"
2,9,napom001,,,raucj001,2,"Jon Rauch"
5,7,,,,rosst001,0,"Tyson Ross"
5,7,,,,rosst001,0,"Tyson Ross"
5,7,,,,rosst001,0,"Tyson Ross"
5,7,,,,rosst001,0,"Tyson Ross"
5,7,,,,rosst001,1,"Tyson Ross"
5,7,,,,rosst001,1,"Tyson Ross"
5,7,,,,rosst001,1,"Tyson Ross"
5,7,,,,rosst001,1,"Tyson Ross"
5,7,,,,rosst001,2,"Tyson Ross"
5,7,,,,rosst001,2,"Tyson Ross"
5,7,,,,rosst001,2,"Tyson Ross"
5,7,,,,rosst001,2,"Tyson Ross"
5,8,,,,rosst001,0,"Tyson Ross"
5,8,,,,rosst001,0,"Tyson Ross"
5,8,,,,rosst001,0,"Tyson Ross"
5,8,,,,rosst001,0,"Tyson Ross"
5,8,aybae001,,,rosst001,0,"Tyson Ross"
5,8,aybae001,,,rosst001,0,"Tyson Ross"
5,8,aybae001,,,rosst001,0,"Tyson Ross"
5,8,aybae001,,,rosst001,0,"Tyson Ross"
5,8,,,,rosst001,2,"Tyson Ross"
5,8,,,,rosst001,2,"Tyson Ross"
5,8,,,,rosst001,2,"Tyson Ross"
5,8,,,,rosst001,2,"Tyson Ross"
5,8,huntt001,,,rosst001,2,"Tyson Ross"
5,8,huntt001,,,rosst001,2,"Tyson Ross"
5,8,huntt001,,,rosst001,2,"Tyson Ross"
5,8,huntt001,,,rosst001,2,"Tyson Ross"
5,9,,,,rosst001,0,"Tyson Ross"
5,9,,,,rosst001,0,"Tyson Ross"
5,9,,,,rosst001,0,"Tyson Ross"
5,9,,,,rosst001,0,"Tyson Ross"
5,9,,,,rosst001,1,"Tyson Ross"
5,9,,,,rosst001,1,"Tyson Ross"
5,9,,,,rosst001,1,"Tyson Ross"
5,9,,,,rosst001,1,"Tyson Ross"
5,9,,,,rosst001,1,"Tyson Ross"
5,9,,,,rosst001,1,"Tyson Ross"
5,9,,,,rosst001,1,"Tyson Ross"
5,9,,,,rosst001,1,"Tyson Ross"
5,9,,,,rosst001,2,"Tyson Ross"
5,9,,,,rosst001,2,"Tyson Ross"
5,9,,,,rosst001,2,"Tyson Ross"
5,9,,,,rosst001,2,"Tyson Ross"
2,9,,,,rodnf001,0,"Fernando Rodney"
2,9,,,,rodnf001,0,"Fernando Rodney"
2,9,,,,rodnf001,0,"Fernando Rodney"
2,9,,,,rodnf001,0,"Fernando Rodney"
2,9,,,,rodnf001,1,"Fernando Rodney"
2,9,,,,rodnf001,1,"Fernando Rodney"
2,9,,,,rodnf001,1,"Fernando Rodney"
2,9,,,,rodnf001,1,"Fernando Rodney"
2,9,,,,rodnf001,2,"Fernando Rodney"
2,9,,,,rodnf001,2,"Fernando Rodney"
2,9,,,,rodnf001,2,"Fernando Rodney"
2,9,,,,rodnf001,2,"Fernando Rodney"
1,9,,,,rodnf001,0,"Fernando Rodney"
1,9,,,,rodnf001,0,"Fernando Rodney"
1,9,,,,rodnf001,0,"Fernando Rodney"
1,9,,,,rodnf001,0,"Fernando Rodney"
1,9,,,,rodnf001,1,"Fernando Rodney"
1,9,,,,rodnf001,1,"Fernando Rodney"
1,9,,,,rodnf001,1,"Fernando Rodney"
1,9,,,,rodnf001,1,"Fernando Rodney"
1,9,,,,rodnf001,2,"Fernando Rodney"
1,9,,,,rodnf001,2,"Fernando Rodney"
1,9,,,,rodnf001,2,"Fernando Rodney"
1,9,,,,rodnf001,2,"Fernando Rodney"
1,9,guilc001,,,rodnf001,2,"Fernando Rodney"
1,9,guilc001,,,rodnf001,2,"Fernando Rodney"
1,9,guilc001,,,rodnf001,2,"Fernando Rodney"
1,9,guilc001,,,rodnf001,2,"Fernando Rodney"
1,9,,,,valvj001,0,"Jose Valverde"
1,9,,,,valvj001,0,"Jose Valverde"
1,9,,,,valvj001,0,"Jose Valverde"
1,9,,,,valvj001,0,"Jose Valverde"
1,9,,,,valvj001,1,"Jose Valverde"
1,9,,,,valvj001,1,"Jose Valverde"
1,9,,,,valvj001,1,"Jose Valverde"
1,9,,,,valvj001,1,"Jose Valverde"
1,9,,,,valvj001,2,"Jose Valverde"
1,9,,,,valvj001,2,"Jose Valverde"
1,9,,,,valvj001,2,"Jose Valverde"
1,9,,,,valvj001,2,"Jose Valverde"
1,9,,,,valvj001,0,"Jose Valverde"
1,9,,,,valvj001,0,"Jose Valverde"
1,9,,,,valvj001,0,"Jose Valverde"
1,9,,,,valvj001,0,"Jose Valverde"
1,9,abreb001,,,valvj001,0,"Jose Valverde"
1,9,abreb001,,,valvj001,0,"Jose Valverde"
1,9,abreb001,,,valvj001,0,"Jose Valverde"
1,9,abreb001,,,valvj001,0,"Jose Valverde"
1,9,,,,valvj001,2,"Jose Valverde"
1,9,,,,valvj001,2,"Jose Valverde"
1,9,,,,valvj001,2,"Jose Valverde"
1,9,,,,valvj001,2,"Jose Valverde"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,,,,fuenb001,2,"Brian Fuentes"
2,9,,,,fuenb001,2,"Brian Fuentes"
2,9,,,,fuenb001,2,"Brian Fuentes"
2,9,,,,fuenb001,2,"Brian Fuentes"
2,9,,,,fuenb001,2,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,,,,fuenb001,1,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,1,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,1,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,1,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,1,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,1,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,2,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,2,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,2,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,2,"Brian Fuentes"
3,9,hafnt001,,,fuenb001,2,"Brian Fuentes"
3,9,keara001,hafnt001,,fuenb001,2,"Brian Fuentes"
3,9,keara001,hafnt001,,fuenb001,2,"Brian Fuentes"
3,9,keara001,hafnt001,,fuenb001,2,"Brian Fuentes"
3,9,keara001,hafnt001,,fuenb001,2,"Brian Fuentes"
3,9,keara001,hafnt001,,fuenb001,2,"Brian Fuentes"
1,9,,,,sorir001,0,"Rafael Soriano"
1,9,,,,sorir001,0,"Rafael Soriano"
1,9,,,,sorir001,0,"Rafael Soriano"
1,9,,,,sorir001,0,"Rafael Soriano"
1,9,,,,sorir001,1,"Rafael Soriano"
1,9,,,,sorir001,1,"Rafael Soriano"
1,9,,,,sorir001,1,"Rafael Soriano"
1,9,,,,sorir001,1,"Rafael Soriano"
1,9,,,,sorir001,2,"Rafael Soriano"
1,9,,,,sorir001,2,"Rafael Soriano"
1,9,,,,sorir001,2,"Rafael Soriano"
1,9,,,,sorir001,2,"Rafael Soriano"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,,,,fuenb001,0,"Brian Fuentes"
3,9,carrj001,,,fuenb001,0,"Brian Fuentes"
3,9,carrj001,,,fuenb001,0,"Brian Fuentes"
3,9,carrj001,,,fuenb001,0,"Brian Fuentes"
3,9,carrj001,,,fuenb001,0,"Brian Fuentes"
3,9,carrj001,,,fuenb001,0,"Brian Fuentes"
3,9,carrj001,,,fuenb001,1,"Brian Fuentes"
3,9,carrj001,,,fuenb001,1,"Brian Fuentes"
3,9,carrj001,,,fuenb001,1,"Brian Fuentes"
3,9,carrj001,,,fuenb001,1,"Brian Fuentes"
3,9,carrj001,,,fuenb001,1,"Brian Fuentes"
3,9,,carrj001,,fuenb001,1,"Brian Fuentes"
3,9,,carrj001,,fuenb001,1,"Brian Fuentes"
3,9,,carrj001,,fuenb001,1,"Brian Fuentes"
3,9,,carrj001,,fuenb001,1,"Brian Fuentes"
3,9,,carrj001,,fuenb001,1,"Brian Fuentes"
3,9,,carrj001,,fuenb001,2,"Brian Fuentes"
3,9,,carrj001,,fuenb001,2,"Brian Fuentes"
3,9,,carrj001,,fuenb001,2,"Brian Fuentes"
3,9,,carrj001,,fuenb001,2,"Brian Fuentes"
3,9,,carrj001,,fuenb001,2,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,kempm001,,,fuenb001,0,"Brian Fuentes"
1,9,kempm001,,,fuenb001,0,"Brian Fuentes"
1,9,kempm001,,,fuenb001,0,"Brian Fuentes"
1,9,kempm001,,,fuenb001,0,"Brian Fuentes"
1,9,kempm001,,,fuenb001,0,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,0,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,0,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,0,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,0,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,0,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,1,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,1,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,1,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,1,"Brian Fuentes"
1,9,johnr008,kempm001,,fuenb001,1,"Brian Fuentes"
1,9,johnr008,,,fuenb001,2,"Brian Fuentes"
1,9,johnr008,,,fuenb001,2,"Brian Fuentes"
1,9,johnr008,,,fuenb001,2,"Brian Fuentes"
1,9,johnr008,,,fuenb001,2,"Brian Fuentes"
1,9,johnr008,,,fuenb001,2,"Brian Fuentes"
1,9,martr004,johnr008,,fuenb001,2,"Brian Fuentes"
1,9,martr004,johnr008,,fuenb001,2,"Brian Fuentes"
1,9,martr004,johnr008,,fuenb001,2,"Brian Fuentes"
1,9,martr004,johnr008,,fuenb001,2,"Brian Fuentes"
1,9,martr004,johnr008,,fuenb001,2,"Brian Fuentes"
1,11,abreb001,,,corpm001,0,"Manuel Corpas"
1,11,abreb001,,,corpm001,0,"Manuel Corpas"
1,11,abreb001,,,corpm001,0,"Manuel Corpas"
1,11,abreb001,,,corpm001,1,"Manuel Corpas"
1,11,abreb001,,,corpm001,1,"Manuel Corpas"
1,11,abreb001,,,corpm001,1,"Manuel Corpas"
1,11,,abreb001,,corpm001,1,"Manuel Corpas"
1,11,,abreb001,,corpm001,1,"Manuel Corpas"
1,11,,abreb001,,corpm001,1,"Manuel Corpas"
1,11,rivej001,abreb001,,corpm001,1,"Manuel Corpas"
1,11,rivej001,abreb001,,corpm001,1,"Manuel Corpas"
1,11,rivej001,abreb001,,corpm001,1,"Manuel Corpas"
1,11,napom001,,abreb001,corpm001,2,"Manuel Corpas"
1,11,napom001,,abreb001,corpm001,2,"Manuel Corpas"
1,11,napom001,,abreb001,corpm001,2,"Manuel Corpas"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,0,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,,,,fuenb001,1,"Brian Fuentes"
2,9,moram002,,,fuenb001,1,"Brian Fuentes"
2,9,moram002,,,fuenb001,1,"Brian Fuentes"
2,9,moram002,,,fuenb001,1,"Brian Fuentes"
2,9,moram002,,,fuenb001,1,"Brian Fuentes"
2,9,moram002,,,fuenb001,1,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,1,"Brian Fuentes"
1,9,,,,fuenb001,1,"Brian Fuentes"
1,9,,,,fuenb001,1,"Brian Fuentes"
1,9,,,,fuenb001,1,"Brian Fuentes"
1,9,,,,fuenb001,1,"Brian Fuentes"
1,9,,,,fuenb001,2,"Brian Fuentes"
1,9,,,,fuenb001,2,"Brian Fuentes"
1,9,,,,fuenb001,2,"Brian Fuentes"
1,9,,,,fuenb001,2,"Brian Fuentes"
1,9,,,,fuenb001,2,"Brian Fuentes"
2,9,,,,felin001,0,"Neftali Feliz"
2,9,,,,felin001,0,"Neftali Feliz"
2,9,,,,felin001,0,"Neftali Feliz"
2,9,,,,felin001,0,"Neftali Feliz"
2,9,,,,felin001,1,"Neftali Feliz"
2,9,,,,felin001,1,"Neftali Feliz"
2,9,,,,felin001,1,"Neftali Feliz"
2,9,,,,felin001,1,"Neftali Feliz"
2,9,,,,felin001,2,"Neftali Feliz"
2,9,,,,felin001,2,"Neftali Feliz"
2,9,,,,felin001,2,"Neftali Feliz"
2,9,,,,felin001,2,"Neftali Feliz"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,0,"Brian Fuentes"
1,9,,,,fuenb001,1,"Brian Fuentes"
1,9,,,,fuenb001,1,"Brian Fuentes"
1,9,,,,fuenb001,1,"Brian Fuentes"
